TAG,TEXT,LINK
<p>,"","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/reschedule-of-auxiliary-notice-revised"
<p>,"From 12:00 AM Monday, 11 July 2016 To 12:00 AM Friday, 22 July 2016","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Download Revised Date Sheet Here","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Changes in Auxiliary Date Sheet","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/new-revised-date-sheet-of-auxiliary-examination-july-2016"
<p>,"From 12:00 AM Wednesday, 6 January 2016 To 12:00 AM Monday, 11 January 2016","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"This is in continuation to earlier communication with regards to interview for admission to Ph.D. Program of MED. The candidates for interview are required to report for document checking at 11:00 A.M. on January 08, 2016 in the Office of Mechanical Engineering Department, Thapar University, Patiala. The documents which will need to be produced by candidates (both original as well as one attested photocopy) during document verification are shown in the CHECK LIST OF DOCUMENTS performa uploaded here. Further, it is mandatory to bring the documents at Sr. No. 1,2, and 12 (if applicable) in the Check List performa."","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"PhD Checklist and Undertaking form download here","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/new-notice-for-ph-d-interview-mechanical-engg"
<p>,"From 12:00 AM Monday, 23 May 2016 To 12:00 AM Friday, 15 July 2016","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Download Registration Form Here","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Download Brochure Here","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/summer-school-on-magnetism-july-11-15-2016"
<p>,"From 12:00 AM Thursday, 14 July 2016 To 12:00 AM Thursday, 14 July 2016","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"Changes in Auxiliary Date Sheet","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/changes-in-auxiliary-date-sheet"
<p>,"From 12:00 AM Monday, 9 May 2016 To 12:00 AM Thursday, 30 June 2016","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"Auxiliary Exam. (July 2016) Notice & Proforma","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/auxiliary-exam-july-2016-notice"
<p>,"From 12:00 AM Tuesday, 14 June 2016 To 12:00 AM Tuesday, 21 June 2016","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"Download Notice here","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/me-mtech-admission-counselling-notice"
<p>,"From 12:00 AM Friday, 17 June 2016 To 12:00 AM Monday, 20 June 2016","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/ug-third-cut-off-list"
<p>,"From 12:00 AM Friday, 3 June 2016 To 12:00 AM Monday, 6 June 2016","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/cut-off-list-of-second-ug-counselling"
<p>,"Cut-Off List of Second UG Counselling","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer semester list","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer semester list","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Training On WebTechnologies (1st June to 15th July, 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"WALK-IN-INTERVIEW FOR Sports Coaches","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Semester Time Table","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Training On WebTechnologies (1st June to 15th July, 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"WALK-IN-INTERVIEW FOR Sports Coaches","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Semester Time Table","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Project Semester Registration","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Project Semester Registration","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Semester Notice (July 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Summer Semester Notice (July 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Circular and format of I -Grade","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Circular and format of I -Grade","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Branch allocation/updation status","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Branch allocation/updation status","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Detention List","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Detention List","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Tentative Date Sheet (ENDSEM MAY 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Final Date Sheet (EST MAY 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Tentative Date Sheet (ENDSEM MAY 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Final Date Sheet (EST MAY 2016)","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"CTD Programs this Week","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"CTD Programs this Week","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Showing 1 to 25 of 497 entries","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"+91-175-2393021","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"info@thapar.edu","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/eventall?page=10&sort=Event.end_date_time&direction=desc"
<p>,"From 12:00 AM Wednesday, 1 June 2016 To 12:00 AM Saturday, 4 June 2016","http://thapar.edu/pages/event/summer-semester-list"
<p>,"Download List Here","http://thapar.edu/pages/event/summer-semester-list"
<p>,"","http://thapar.edu/pages/event/summer-semester-list"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/summer-semester-list"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/summer-semester-list"
<p>,"","http://thapar.edu/pages/event/summer-semester-list"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/summer-semester-list"
<p>,"","http://thapar.edu/pages/event/summer-semester-list"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/summer-semester-list"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/summer-semester-list"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/summer-semester-list"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/summer-semester-list"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/summer-semester-list"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/summer-semester-list"
<p>,"From 12:00 AM Thursday, 2 June 2016 To 12:00 AM Friday, 3 June 2016","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"Download Registration Form Here","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/summer-training-on-webtechnologies-1st-june-to-15th-july-2016"
<p>,"From 12:00 AM Friday, 20 May 2016 To 12:00 AM Friday, 3 June 2016","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"WALK-IN-INTERVIEW","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Walk-in-Interview shall be conducted for the posts of Sports Coaches (Football, Basket Ball, Cricket) purely on contractual basis for a period of one year (extendable).","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Qualification :- NIS qualified candidates or candidates having specialization in Physical Education degree with 2-3 years experience. Medal winners at International /National/Inter-University/State Level hall have additional advantage.","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Thapar University provides challenging and empowered professional work environment with excellent growth opportunities and compensation package including perks and benefits comparable with the best in the sector.","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"The candidates must reach with the originalÂ and a set of photo copies of certificatesÂ at 10.00 A.M. on June 3, 2016 in the office of the Registrar for the above said Walk-in-interview.","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Â","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"R E G I S T R A R","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/walk-in-interview-for-sports-coaches"
<p>,"From 12:00 AM Thursday, 2 June 2016 To 12:00 AM Friday, 3 June 2016","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"Summer Semester Time Table","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/summer-semester-time-table"
<p>,"From 12:00 AM Monday, 25 May 2015 To 12:00 AM Saturday, 30 May 2015","http://thapar.edu/pages/event/project-semester-registration"
<p>,"Project Semester Registration","http://thapar.edu/pages/event/project-semester-registration"
<p>,"","http://thapar.edu/pages/event/project-semester-registration"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/project-semester-registration"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/project-semester-registration"
<p>,"","http://thapar.edu/pages/event/project-semester-registration"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/project-semester-registration"
<p>,"","http://thapar.edu/pages/event/project-semester-registration"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/project-semester-registration"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/project-semester-registration"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/project-semester-registration"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/project-semester-registration"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/project-semester-registration"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/project-semester-registration"
<p>,"From 12:00 AM Monday, 9 May 2016 To 12:00 AM Wednesday, 1 June 2016","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"Summer Semester (July 2016) Notice & Form","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/summer-semester-notice-july-2016"
<p>,"From 12:00 AM Friday, 13 May 2016 To 12:00 AM Tuesday, 31 May 2016","http://thapar.edu/pages/event/circular-and-format-of-i-grade"
<p>,"THAPAR UNIVERSITY: PATIALA (Declared as deemed-to-be-University u/s 3 of the UGC Act, 1956)","http://thapar.edu/pages/event/circular-and-format-of-i-grade"
